NOMBRE_ARCHIVO;NUMERO_FACTURA;NIT_ADQUIRIENTE;RAZON_SOCIAL_ADQUIRIENTE;DIRECCION_ADQUIRIENTE;CORREO_ADQUIRIENTE;TELEFONO_ADQUIRIENTE;CIUDAD_MUNICIPIO_ADQUIRIENTE;NUMERO_AUTORIZACION_ELECTRONICA;CODIGO_QR;CODIGO_CUFE;VALOR_TOTAL;IVA_TOTAL;FECHA_GENERACION;NIT_EMISOR;RAZON_SOCIAL_EMISOR
layout_08_002;F056796866;7964008115;ELIZABETH ISABEL MUNOZ BENITEZ;;elizabeth.benitez@yahoo.com;;;85969192180743;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=dc33d3d42735824e847b44f59ced04f3f0ff5ccac67a3ffcc42cc9406da8be31937bab1f2f690cf9a4ef84f6b379e503;dc33d3d42735824e847b44f59ced04f3f0ff5ccac67a3ffcc42cc9406da8be31937bab1f2f690cf9a4ef84f6b379e503;45,970.00;7,339.69;2024-01-18 - 13:24:01;830112317-1;PROCAFECOL S.A.
layout_08_003;F056159742;1185909567;MARTIN RODRIGO MENDOZA URREGO;;martin.urrego@gmail.com;;;51691301936490;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=b2c0db4cd6ca1664da5aee5675ea8b00f8bf1b4c1d6d0c4233f044648255facde812ff21a66fa0f95fe0d1f6b1226b33;b2c0db4cd6ca1664da5aee5675ea8b00f8bf1b4c1d6d0c4233f044648255facde812ff21a66fa0f95fe0d1f6b1226b33;83,503.00;13,332.39;2025-04-28 - 07:41:20;830112317-1;PROCAFECOL S.A.
layout_08_004;F056992218;0726682298;FERNANDO ORLANDO MEJIA RAMIREZ;;fernando.ramirez@correo.com;;;83215219814083;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=776468aba98d0edfa67aaf9cebb02360fbc3f2a221eb5be675215db15443c59e9c171a4460dd379dbbd3267b816347c2;776468aba98d0edfa67aaf9cebb02360fbc3f2a221eb5be675215db15443c59e9c171a4460dd379dbbd3267b816347c2;46,418.00;7,411.25;2025-05-17 - 17:57:15;830112317-1;PROCAFECOL S.A.
layout_08_005;F056615498;3660112379;BEATRIZ NATALIA OCAMPO VALENCIA;;beatriz.valencia@correo.com;;;20702445823993;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=b0cc201f849ae04a6a886eb8a2cace37460bcb318a2fa9d4520c85a036e85312e7658915b29130a0bea25329db8ef953;b0cc201f849ae04a6a886eb8a2cace37460bcb318a2fa9d4520c85a036e85312e7658915b29130a0bea25329db8ef953;65,138.00;10,400.23;2025-06-23 - 07:02:21;830112317-1;PROCAFECOL S.A.
layout_08_006;F056923935;1118213743;WILSON FERNANDO BUSTOS BARRERA;;wilson.barrera@gmail.com;;;12491524323523;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=d8762b2c00a4da4652d104f46ff1e13f084d21155f66c1bfffd762cecb868e0f9f0c8bebfa827b15b168a8df78469acf;d8762b2c00a4da4652d104f46ff1e13f084d21155f66c1bfffd762cecb868e0f9f0c8bebfa827b15b168a8df78469acf;95,378.00;15,228.48;2024-01-16 - 16:15:18;830112317-1;PROCAFECOL S.A.
layout_09_001;47E2-138233;720656809;Maria Tinoco;;tinocoelizabeth@gmail.com;;08001-BARRANQUILLA;18764105969077;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=3c22851d9c9d1f0d112511ed3b723b5209d52e415b437fc496e8264d85f787f30a5034c690f4e0be8f1c0b31f6ffbacb;3c22851d9c9d1f0d112511ed3b723b5209d52e415b437fc496e8264d85f787f30a5034c690f4e0be8f1c0b31f6ffbacb;102.600,07;16.381,52;14/03/2026 12:58;901137699-5;MINISO COLOMBIA S.A.S
layout_09_002;47E2-655032;715743030;Elizabeth Juliana Bustos Serrano;;elizabeth.serrano@gmail.com;;48731-SOGAMOSO;21783666925303;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=305be85dc9130c5eceaf4dbe4fd06a88a003e371aebe9b484583927515e253cdad07033aecd39e20cd96714992fbb775;305be85dc9130c5eceaf4dbe4fd06a88a003e371aebe9b484583927515e253cdad07033aecd39e20cd96714992fbb775;132.090,00;21.090,00;19/11/2024 09:08;901137699-5;MINISO COLOMBIA S.A.S
layout_09_003;47E2-930330;393862271;Rocio Leidy Reyes Casas;;rocio.casas@outlook.com;;20307-ARMENIA;46369851127028;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=bfb581d67c86a5538d1f9bee30e863f45c4278c18a18b3173478e27e0f4c421d9ca67622a30e78c3b49d040ab1fffd61;bfb581d67c86a5538d1f9bee30e863f45c4278c18a18b3173478e27e0f4c421d9ca67622a30e78c3b49d040ab1fffd61;291.550,00;46.550,00;30/06/2024 17:50;901137699-5;MINISO COLOMBIA S.A.S
layout_09_004;47E2-617056;425388598;Lorena Elizabeth Fuentes Ocampo;;lorena.ocampo@correo.com;;23844-PALMIRA;66392101562588;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=68595a8bf0a42e775f11fd9c3c57500046061dec8d40775aa44c2a019b13d225e850f4c832bc8ba6b51351bf441bbeca;68595a8bf0a42e775f11fd9c3c57500046061dec8d40775aa44c2a019b13d225e850f4c832bc8ba6b51351bf441bbeca;248.710,00;39.710,00;14/06/2024 16:23;901137699-5;MINISO COLOMBIA S.A.S
layout_09_005;47E2-451661;917015860;Ricardo Samuel Escobar Castaneda;;ricardo.castaneda@gmail.com;;22357-MONTERIA;70800237358135;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=20b27d67aa8d4f2c3b48959b43a17007e69930239b10b0bb5ca3d466508d01ddbfd82feabd1c280c36e85a4117f9b2f3;20b27d67aa8d4f2c3b48959b43a17007e69930239b10b0bb5ca3d466508d01ddbfd82feabd1c280c36e85a4117f9b2f3;151.130,00;24.130,00;11/03/2024 07:39;901137699-5;MINISO COLOMBIA S.A.S
layout_09_006;47E2-106784;883351891;Paola Liliana Galvis Trujillo;;paola.trujillo@gmail.com;;53336-ZIPAQUIRA;76950407281840;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=0f2b1e1f5d2c9b4ce6731df0f4025390697f47d1e4552fc6eb80857d44f05ce42f24384a1f1c460759952d6b74b5da75;0f2b1e1f5d2c9b4ce6731df0f4025390697f47d1e4552fc6eb80857d44f05ce42f24384a1f1c460759952d6b74b5da75;224.910,00;35.910,00;23/12/2024 13:35;901137699-5;MINISO COLOMBIA S.A.S
layout_10_001;FE8 - 111480;112542919;JULIO HERNANDEZ;;julioher89@hotmail.com;3002147658;;187407460684;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=047152ecfb87baa139cf58a2d68fb7f8db29ef11fa9b93eda816d82f41889c27becbf506d9733c530ac10ce2a099c1f6;047152ecfb87baa139cf58a2d68fb7f8db29ef11fa9b93eda816d82f41889c27becbf506d9733c530ac10ce2a099c1f6;35,000.00;5,588.00;14/12/2025 17:45;900615349;BELLPROF GROUP S.A.S
layout_10_002;FE8 - 521279;862050476;YULIETH SOFIA PINEDA SERRANO;;yulieth90@outlook.com;3026006090;;506240759480;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=7943387ee1505b03d11ee5b21724216d01ee107664361f8b1eb0d4849858411334d160bd317fec42e45339d9d2f980a5;7943387ee1505b03d11ee5b21724216d01ee107664361f8b1eb0d4849858411334d160bd317fec42e45339d9d2f980a5;67,235.00;10,735.00;17/11/2024 10:13;900615349;BELLPROF GROUP S.A.S
layout_10_003;FE8 - 989940;274047728;NANCY FERNANDA FUENTES CABRERA;;nancy41@yahoo.com;3880005763;;945539107404;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=86963c8a8f9486ea9792603426d3cdebfefd55a5dfa82e20cd71593e535a0456105a9620024e38e792c314b166bda354;86963c8a8f9486ea9792603426d3cdebfefd55a5dfa82e20cd71593e535a0456105a9620024e38e792c314b166bda354;67,354.00;10,754.00;15/06/2025 09:55;900615349;BELLPROF GROUP S.A.S
layout_10_004;FE8 - 944446;347444509;PAOLA LORENA MORALES GALVIS;;paola64@gmail.com;3156875703;;375912815748;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=e2e688769f41a8ab3d5a17b96a512f589fbe445b9dbefeddf6aa3645b0fc9581536cd841e51cec7b649fc5076d99042b;e2e688769f41a8ab3d5a17b96a512f589fbe445b9dbefeddf6aa3645b0fc9581536cd841e51cec7b649fc5076d99042b;67,116.00;10,716.00;28/02/2025 13:41;900615349;BELLPROF GROUP S.A.S
layout_10_005;FE8 - 453539;999597637;CESAR IGNACIO REYES TORRES;;cesar56@outlook.com;3965705736;;706739287874;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=c44676c02364b35025294954045067af4388a87132602870b1b1d6fbc2c14efaa4a1cbe4752ad97ea782b2a19b5359e5;c44676c02364b35025294954045067af4388a87132602870b1b1d6fbc2c14efaa4a1cbe4752ad97ea782b2a19b5359e5;25,823.00;4,123.00;06/01/2025 11:57;900615349;BELLPROF GROUP S.A.S
layout_10_006;FE8 - 473598;512972631;FELIPE EDUARDO DIAZ SILVA;;felipe53@gmail.com;3960892429;;575961095732;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=34529086c7997c19735176427cb8fd50e8b84a5c4e986a4f81dd4c1ac031881e2ebd4de954c9086e60d7770d3996e947;34529086c7997c19735176427cb8fd50e8b84a5c4e986a4f81dd4c1ac031881e2ebd4de954c9086e60d7770d3996e947;65,569.00;10,469.00;26/01/2024 08:47;900615349;BELLPROF GROUP S.A.S
layout_11_001;LPDS - 786;1139475535-5;ORTIZ GOMEZ JULIANA;CR 82 56 70;ortigom18@hotmail.com;3214063371;BARRANQUILLA;17767098012313;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=3560cf414114270a45c126b86d78626cf951d2e148028d62cfc9eff7718021907ac3b121f5451a6b13a4f3fdd5baad29;3560cf414114270a45c126b86d78626cf951d2e148028d62cfc9eff7718021907ac3b121f5451a6b13a4f3fdd5baad29;650,000.00;;24/04/2026 12:00 AM;900710059-5;LABORATORIOS FARMACEUTICO Y DE COSMETICA PINEDA DE COLOMBIA S.A.S
layout_11_002;LPDS - 903;3448025845-3;WILLIAM GABRIEL OVIEDO GUZMAN;AC 87 # 109 - 15;williguz@outlook.com;3025377441;DUITAMA;81381197135605;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=8a42950573c48a39312c2f2123290e15c0371923e836b8abc1dda17bc4eda298bfcb61ce511e78f5b32552717248747d;8a42950573c48a39312c2f2123290e15c0371923e836b8abc1dda17bc4eda298bfcb61ce511e78f5b32552717248747d;2,435,000.00;;05/05/2025 12:00 AM;900710059-5;LABORATORIOS FARMACEUTICO Y DE COSMETICA PINEDA DE COLOMBIA S.A.S
layout_11_003;LPDS - 595;8915532878-9;KAREN LUISA MENDOZA ESPINOSA;TV 117 # 19 - 89;karenesp@gmail.com;3154558523;FLORENCIA;23032987521632;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=64b84fe8512b4a40a99ce42c1158b8492b549e356182f248805e97c7b469ceb8dd8efead21f3674db366506fc7b1f56d;64b84fe8512b4a40a99ce42c1158b8492b549e356182f248805e97c7b469ceb8dd8efead21f3674db366506fc7b1f56d;1,109,000.00;;09/09/2024 12:00 AM;900710059-5;LABORATORIOS FARMACEUTICO Y DE COSMETICA PINEDA DE COLOMBIA S.A.S
layout_11_004;LPDS - 589;8759842116-1;NIDIA SARA BENITEZ ESCOBAR;CRA 44 # 94 - 61;nidiaesc@gmail.com;3026354127;ITAGUI;24607931869471;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=b7e66905b11791052a1b5ad37110750336fbf7532a5b6a6bb26859c10a1663d1bdf5a891bc3623a7fa299009f745bab3;b7e66905b11791052a1b5ad37110750336fbf7532a5b6a6bb26859c10a1663d1bdf5a891bc3623a7fa299009f745bab3;1,654,000.00;;29/05/2025 12:00 AM;900710059-5;LABORATORIOS FARMACEUTICO Y DE COSMETICA PINEDA DE COLOMBIA S.A.S
layout_11_005;LPDS - 816;6472276242-9;MARIO PABLO CABRERA NAVARRO;AC 49 # 45 - 9;marionav@yahoo.com;3117182540;GIRON;78978878627494;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=399b60d33235062e12a37062305a622c2c003884a5a6b14fb1033d7da0254eabc59c31b65bb5fad7d098c5928a3db577;399b60d33235062e12a37062305a622c2c003884a5a6b14fb1033d7da0254eabc59c31b65bb5fad7d098c5928a3db577;1,513,000.00;;25/02/2024 12:00 AM;900710059-5;LABORATORIOS FARMACEUTICO Y DE COSMETICA PINEDA DE COLOMBIA S.A.S
layout_11_006;LPDS - 936;6045981568-9;PAOLA MILENA IBARRA MEJIA;CRA 34 # 70 - 48;paolamej@yahoo.com;3138074865;GIRON;71746587565906;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=2872e36ab6dcc9ad05322b83f0d5e348fb384e12865ccfa55ae2bffa7ae6051a1fd897121b6a96a9d449c966af1fe069;2872e36ab6dcc9ad05322b83f0d5e348fb384e12865ccfa55ae2bffa7ae6051a1fd897121b6a96a9d449c966af1fe069;2,476,000.00;;30/10/2024 12:00 AM;900710059-5;LABORATORIOS FARMACEUTICO Y DE COSMETICA PINEDA DE COLOMBIA S.A.S
layout_12_001;FE03-01676493;2957115535;nancy becerra;Calle 21 # 53 - 95 | Apartamento 4C Colombia;;+573115663371;BARRANQUILLA;18764298466723;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=fc8dcfd2c551914d6c334e60c6103aefc603e98d74900e12a794cc67bbe6b87ed7ed695bfe0147e24bde5883b209425e;fc8dcfd2c551914d6c334e60c6103aefc603e98d74900e12a794cc67bbe6b87ed7ed695bfe0147e24bde5883b209425e;344,775.00;55,048.00;28/11/2025    03:45 AM;800020706-9;NALSANI S.A.S
layout_12_002;FE03-02934916;0036097916;Camilo Ivan Henao Romero;AC 166 # 26 - 24;;+571746957479;APARTADO;01090162726590;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=b7a5f704d2d4f9523b14ba3db8176dd628421891ca2aaa465f662f66242f48c54dc677dae5fda96d310bf91b08e2e468;b7a5f704d2d4f9523b14ba3db8176dd628421891ca2aaa465f662f66242f48c54dc677dae5fda96d310bf91b08e2e468;535,738.00;85,538.00;31/01/2025    08:52 AM;800020706-9;NALSANI S.A.S
layout_12_003;FE03-08442903;3427417088;Andrea Nancy Giraldo Cortes;CR 128 # 12 - 6;;+572398107434;CHIA;92014106523970;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=3432044df8b55c557411e51e6d554efee880e2cea0dbbd10fcd8169c3813ba5138a068bb11ba74881283c8bd4deca8bd;3432044df8b55c557411e51e6d554efee880e2cea0dbbd10fcd8169c3813ba5138a068bb11ba74881283c8bd4deca8bd;465,766.00;74,366.00;01/11/2024    04:32 PM;800020706-9;NALSANI S.A.S
layout_12_004;FE03-08589809;0334585120;Sofia Angelica Tovar Gomez;KR 80 # 75 - 75;;+571516741049;PEREIRA;03252899460083;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=ffd4318113bc35ea8e0ac8055f2ea5d56fa0c7b24b562282d26bd38312ba384f622f27592478ad88d2d252b76ea2e9e3;ffd4318113bc35ea8e0ac8055f2ea5d56fa0c7b24b562282d26bd38312ba384f622f27592478ad88d2d252b76ea2e9e3;654,738.00;104,538.00;17/12/2024    08:22 AM;800020706-9;NALSANI S.A.S
layout_12_005;FE03-06369662;0816199980;Yulieth Sara Espinosa Roman;AK 18 # 33 - 28;;+572940174535;TUNJA;05503726160120;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=a8cdb0236100b723c9c5279693b79fe7c36b7d5e9c39fc8f0cccaa4c95dd8027d7c4c5511ff50e4e59d31a350b0e24a9;a8cdb0236100b723c9c5279693b79fe7c36b7d5e9c39fc8f0cccaa4c95dd8027d7c4c5511ff50e4e59d31a350b0e24a9;366,401.00;58,501.00;12/04/2025    02:49 PM;800020706-9;NALSANI S.A.S
layout_12_006;FE03-07285440;5997725933;Alberto Julio Camacho Barrera;AV 98 # 58 - 64;;+577295209333;MAGANGUE;72708518586133;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=840835e473c8fc37730176cbb3311840de9cc719427f061b2933a179fe8b112164537a07adc48f548fb4745a47bc148b;840835e473c8fc37730176cbb3311840de9cc719427f061b2933a179fe8b112164537a07adc48f548fb4745a47bc148b;570,248.00;91,048.00;25/05/2024    01:36 PM;800020706-9;NALSANI S.A.S
layout_13_001;TQT9366210;222222222;CONSUMIDOR FINAL;CR 7 127 48 OF 803;pjuanquintero@GMAIL.COM;5753534691;BOGOTÁ, D.C.;18764274346865;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=ace3630a1ced0e90d7326555267ae9250c47a4ae93cd01e7500a005b599a75ec1303d77866bce0375e0a7fd45c4b78b4;ace3630a1ced0e90d7326555267ae9250c47a4ae93cd01e7500a005b599a75ec1303d77866bce0375e0a7fd45c4b78b4;120.000,00;;14/05/2025 04:46:44;890100577-6;AEROVIAS DEL CONTINENTE AMERICANO, S.A. AVIANCA - COLOMBIA
layout_13_002;TQT1451895;320428652;FERNANDO JUAN DUARTE ESPINOSA;CRA 89 # 27 - 22;fernandoespinosa@OUTLOOK.COM;3026374483;FLORENCIA;84858588642022;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=f72a83b1a8545e562e088db8be525b777f6c7af02e38de3efe5a4e8929614671c94aff3b4ecd191aecd0dbdd4fdadfc7;f72a83b1a8545e562e088db8be525b777f6c7af02e38de3efe5a4e8929614671c94aff3b4ecd191aecd0dbdd4fdadfc7;756.000,00;;11/02/2025 10:33:47;890100577-6;AEROVIAS DEL CONTINENTE AMERICANO, S.A. AVIANCA - COLOMBIA
layout_13_003;TQT7366095;341600086;MILENA SARA DUARTE CASTILLO;KR 126 # 108 - 92;milenacastillo@HOTMAIL.COM;3186421875;MANIZALES;16229948004843;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=b695111f4e64328165bf751cb54e49fb9ed5e2e723acc2ab1cbdf4832d914e859a06faf4563f837097d9562f62e135c0;b695111f4e64328165bf751cb54e49fb9ed5e2e723acc2ab1cbdf4832d914e859a06faf4563f837097d9562f62e135c0;1.937.000,00;;21/02/2025 07:53:21;890100577-6;AEROVIAS DEL CONTINENTE AMERICANO, S.A. AVIANCA - COLOMBIA
layout_13_004;TQT8547334;411166634;GUSTAVO EDUARDO BUSTOS RAMOS;AV 133 # 93 - 19;gustavoramos@YAHOO.COM;3213246788;SOACHA;12727207177533;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=6c543ad1661245e91a186768704d3dafa577d817b7a58fc5e283512a9fc17db9e2ae0223fd8220d1605970451773b526;6c543ad1661245e91a186768704d3dafa577d817b7a58fc5e283512a9fc17db9e2ae0223fd8220d1605970451773b526;144.000,00;;27/08/2024 14:50:10;890100577-6;AEROVIAS DEL CONTINENTE AMERICANO, S.A. AVIANCA - COLOMBIA
layout_13_005;TQT1303037;189360916;EMILIO TOMAS MUNOZ MORENO;KR 4 # 72 - 96;emiliomoreno@YAHOO.COM;3138389906;ITAGUI;58970320224269;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=a5c6c0ee068b63af737b9f51639b872b3c5cc8663a294b2568e0a1b3a158aea09dd2c1601e62021046863f532d0d2d04;a5c6c0ee068b63af737b9f51639b872b3c5cc8663a294b2568e0a1b3a158aea09dd2c1601e62021046863f532d0d2d04;386.000,00;;19/01/2024 10:01:57;890100577-6;AEROVIAS DEL CONTINENTE AMERICANO, S.A. AVIANCA - COLOMBIA
layout_13_006;TQT8440461;141544695;CECILIA KAREN REYES OSORIO;CR 180 # 113 - 31;ceciliaosorio@HOTMAIL.COM;3518078348;ITAGUI;83457196278534;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=f7380c04b19d60557a9b1f70d75a79658cfaed05fbfd1a573d086eda84a9cfc8489b309ac8e5359257025f4d5c834fb2;f7380c04b19d60557a9b1f70d75a79658cfaed05fbfd1a573d086eda84a9cfc8489b309ac8e5359257025f4d5c834fb2;182.000,00;;14/05/2024 17:15:27;890100577-6;AEROVIAS DEL CONTINENTE AMERICANO, S.A. AVIANCA - COLOMBIA
layout_14_001;B8OO 27054;1.046.064.324-5;MARIA CAMILA PEREZ ROSANO;CRA 43B #84-103 APTO 5C;mmperezrosa@gmail.com;3007801578;;18765081919479;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=0329c4e2cd5a7df9c957dd26d05a573ff284d7099984254024d98c03a292321808aa20e44cc697c86dcae52c5aa8562e;0329c4e2cd5a7df9c957dd26d05a573ff284d7099984254024d98c03a292321808aa20e44cc697c86dcae52c5aa8562e;120,000.00;19,159.66;20/05/2025, 11:03;901638410-4;REESA S.A.S
layout_14_002;B8OO 21333;1.102.390.681-9;HECTOR ARTURO HERRERA ROMERO;DG 32 # 72 - 27;hector.romero@gmail.com;3183648422;;33489155972007;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=25127483691cd27ac28bca52ed26b70de97969f080f04ee323d10dc08aa19b5b8fbaa860f6157a98d859e412a5a22324;25127483691cd27ac28bca52ed26b70de97969f080f04ee323d10dc08aa19b5b8fbaa860f6157a98d859e412a5a22324;744,000.00;118,789.92;18/08/2024, 14:48;901638410-4;REESA S.A.S
layout_14_003;B8OO 21119;1.084.418.012-0;JULIO DAVID ESCOBAR FUENTES;CR 98 # 93 - 86;julio.fuentes@yahoo.com;3112634162;;14276634146926;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=e4e173f43a2f82db3119d66e606ae0c0ee396e84837639977e67060fa36c920c9e73f3616838fa876724002ef113987d;e4e173f43a2f82db3119d66e606ae0c0ee396e84837639977e67060fa36c920c9e73f3616838fa876724002ef113987d;205,000.00;32,731.09;08/08/2024, 11:12;901638410-4;REESA S.A.S
layout_14_004;B8OO 26097;1.196.451.107-7;CAROLINA FERNANDA MUNOZ MARIN;CRA 178 # 61 - 99;carolina.marin@yahoo.com;3224739008;;11731233016032;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=eb3d1eddc3a8b3fd02b47caba87c1e26c174d80381426b336714d6843fdea46ebee0320c0a7d000b6f4db212501b4299;eb3d1eddc3a8b3fd02b47caba87c1e26c174d80381426b336714d6843fdea46ebee0320c0a7d000b6f4db212501b4299;165,000.00;26,344.54;21/01/2024, 12:24;901638410-4;REESA S.A.S
layout_14_005;B8OO 17811;1.031.142.829-1;DIEGO FELIPE BAUTISTA DUARTE;AV 82 # 16 - 97;diego.duarte@gmail.com;3500001900;;57456484331507;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=19bc7532af168c17d9c8cc6a52727229cf33bca3eceef0a23dbae6489518975837a5218a3ef9d94a7d02d50c04178e2b;19bc7532af168c17d9c8cc6a52727229cf33bca3eceef0a23dbae6489518975837a5218a3ef9d94a7d02d50c04178e2b;597,000.00;95,319.33;02/08/2024, 08:25;901638410-4;REESA S.A.S
layout_14_006;B8OO 20027;1.174.391.899-3;KAREN XIMENA ACOSTA VERA;CRA 170 # 8 - 81;karen.vera@outlook.com;3507005094;;46310890398541;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=c93fada118c9d1ad3b36a70bfbe2fee3425e7cb31d9a3064c7a830adc0a1c9fb6a82cf4263907be7349e5691779aff8d;c93fada118c9d1ad3b36a70bfbe2fee3425e7cb31d9a3064c7a830adc0a1c9fb6a82cf4263907be7349e5691779aff8d;898,000.00;143,378.15;25/02/2024, 09:35;901638410-4;REESA S.A.S
layout_15_001;1UAB15985;1023456789;MARIA ARCINIEGAS;NA;MARIAR29@GMAIL.COM;3156781245;BARRANQUILLA;18428529216;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=8e9153f90633d35dba8e5d1f71401c46e28758ea5e4c9f6361c0b760c74297bd4b12180454440f55621d4415b3f24adf;8e9153f90633d35dba8e5d1f71401c46e28758ea5e4c9f6361c0b760c74297bd4b12180454440f55621d4415b3f24adf;76,500.00;12,214.34;2025-03-02 16:28:15;830137461-2;BELLA PIEL SAS
layout_15_002;1UAB79607;4772251103;MARGARITA GABRIELA MEJIA BUSTOS;AK 97 # 87 - 60;MARGARITA87@GMAIL.COM;3007072142;PALMIRA;82569653279;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=e887d21054bbb5b2b7c6f7815619825a58ab3b6a488bf4aa4a8e3e66c8b220c2a9a359fd73635768e82b004d60b877cb;e887d21054bbb5b2b7c6f7815619825a58ab3b6a488bf4aa4a8e3e66c8b220c2a9a359fd73635768e82b004d60b877cb;96,360.00;15,385.19;2025-06-11 17:29:42;830137461-2;BELLA PIEL SAS
layout_15_003;1UAB83818;7401931864;LORENA NATALIA VELASQUEZ REYES;CLL 40 # 63 - 17;LORENA62@YAHOO.COM;3235676334;GIRARDOT;03488055208;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=7a02eed42c20a582201fe585fc36ed5ca5ca7addc73b6817a3d63075edb77145e1698c25077280b81a435b3a11ba9e69;7a02eed42c20a582201fe585fc36ed5ca5ca7addc73b6817a3d63075edb77145e1698c25077280b81a435b3a11ba9e69;42,032.00;6,711.06;2024-11-20 08:21:36;830137461-2;BELLA PIEL SAS
layout_15_004;1UAB81865;7324054077;LUISA MILENA GONZALEZ SERRANO;TV 124 # 105 - 30;LUISA66@OUTLOOK.COM;3104239182;FLORIDABLANCA;28069207411;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=4d043a5b5132c887b2037b5ee2a2c5f91cb041dc17aac8d30aae2a807271cb9177a905b9afb6e7c11c4c63eafc38ebde;4d043a5b5132c887b2037b5ee2a2c5f91cb041dc17aac8d30aae2a807271cb9177a905b9afb6e7c11c4c63eafc38ebde;21,810.00;3,482.31;2025-06-11 14:47:14;830137461-2;BELLA PIEL SAS
layout_15_005;1UAB59940;6277018548;LUCIA NATALIA GOMEZ MARIN;TV 3 # 54 - 2;LUCIA06@YAHOO.COM;3141301680;POPAYAN;96500461664;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=5d2cc5c6ed49d690abae8b7d962de02bdf1f7a93838fd08ecc47f4e8fb95f1e6331d8a51212a7b24b32c81cab953fd63;5d2cc5c6ed49d690abae8b7d962de02bdf1f7a93838fd08ecc47f4e8fb95f1e6331d8a51212a7b24b32c81cab953fd63;25,820.00;4,122.48;2024-05-20 11:53:00;830137461-2;BELLA PIEL SAS
layout_15_006;1UAB09056;9579233969;YOLANDA DORA CORTES MEDINA;DG 161 # 91 - 85;YOLANDA78@YAHOO.COM;3136244781;SINCELEJO;75872067420;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=2b42ebaf75e2844ac17a01162edd3bd5bf7b9d43081abc362637feea61b551f1a9704abc7a549d0e20040ab948553aaf;2b42ebaf75e2844ac17a01162edd3bd5bf7b9d43081abc362637feea61b551f1a9704abc7a549d0e20040ab948553aaf;56,626.00;9,041.05;2025-03-31 17:46:03;830137461-2;BELLA PIEL SAS
layout_16_001;V02-23086;325741240;QUINTERO RODRIGUEZ ALBERTO MARIO;CALLE 70 52 64;;;BOGOTÁ;18764120724114;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=4829db16ee25334ccbeb4fc021da162fe4efff264ee6a403b363c1d93d87ec14eb81c53de9191ba403b1e677a613a3ec;4829db16ee25334ccbeb4fc021da162fe4efff264ee6a403b363c1d93d87ec14eb81c53de9191ba403b1e677a613a3ec;188.201;30.049;2026-03-17;900884924;SOCIEDAD HOTELERA COUNTRY SAS NIT: 900884924
